-35778.6816815123,-16873.161271124365,2733.191582206698,-11110.434147570719,-7227.556610639259,-75508.5544841733,56395.992893528615,18314.06944110283,-12201.71691753823,57993.69968040354
-14916.358162548557,16809.54665434714,6084.743365391388,51303.54228395052,59872.35385357265,-93709.3058894954,54203.18699982607,-22629.547186060216,4829.277325984374,59317.93486251074
90320.11698904671,-22794.19494281304,-42057.62256969587,-63145.58788101089,-28515.20833280438,-43377.3243723238,12637.689106257027,-1866.514346653192,24895.82198296038,3400.3975035426197
37376.807486015736,-3643.1645948628598,3815.628331491442,-7882.275038390953,-39981.02267551612,-17105.77440962873,17014.409909760958,22363.413449390548,41510.58288670688,93094.28366530016
15322.170505744318,-65652.7957630066,33288.16030684554,41711.83151352121,-27756.72002279075,14054.532943927037,33308.993350862256,11646.492559360113,2185.075109807396,132955.3283476699
56771.041640974705,35288.10303436679,-21014.17261301345,-53672.293215749094,-50507.10584885098,5878.816043673218,-40958.78847791789,-39440.65103944915,-923.7690505899803,127250.6110067485
-6067.214910992603,20160.199676744804,10185.133498233201,-63432.5902671834,2064.274866470466,-102710.9229890283,19310.485722647503,9289.951008712374,-46610.14538681556,41680.52863274429
39722.26135579276,-66672.25266093752,-37140.35289306276,-24860.322085991007,35197.76116483623,37359.345225737285,-21105.242926344228,87790.72517096916,-3780.411547237538,47422.215990816716
39436.992918183176,12740.588945748084,30395.62177148387,-45029.50962235658,52546.39547377255,-42189.84843599928,-3138.101580825726,14691.697324583829,27837.37951655579,96150.08414019254
-4022.7551391396037,3680.664448308062,-34600.51844668321,-30132.105048490335,-58919.11000346044,-74035.6162315514,-6355.789234077775,52702.07561827062,-78496.53193873998,69001.57364899843
4181.8198420649915,-53355.54554818842,48767.27668916439,17591.94514429356,-43231.93103257464,-105784.85908876311,-10371.645128251685,14226.381746360077,18361.291600446886,2519.0264816082627
-2830.801604927177,-25623.77570945229,-13799.089226630462,19664.340368648533,10804.377762196733,-13718.546506295614,-14874.282920696183,20351.006601680223,40331.921714851705,44662.80871337389
24917.655305207896,-31812.099477872245,-53208.3223923086,-44324.8222218747,-5571.56806554728,-59509.67728995583,16919.611616895527,26713.08129619058,-52382.23761885652,80921.93448540135
35900.33761588958,15097.810990794016,25413.988397159297,58163.47501416237,-57757.30426305394,-70705.36517716112,-44658.30445333989,75096.69874914955,-9075.016319893624,122024.86635774444
-37460.75455011813,-6757.364137011052,31436.862566618638,41330.69848880136,-33268.46156016747,-74011.27808325274,-32943.644978658696,13810.474270731005,20181.007003964856,17710.004074888722
9088.826313288104,-74882.11588547612,35529.0916910095,-33097.853326165314,32389.819454111093,-94627.77080291163,-1254.749823725707,-4858.396796538538,-8389.812102947499,18372.515165943834
1999.5381253535736,-9968.086585394225,17633.277963233366,4310.623636367572,-6966.7891106846055,-55033.61348435856,-11790.17127791681,45628.28195675853,3156.043017766743,14790.860270076593
13059.32405360314,-43890.54228534801,-38020.56922064439,-5336.939243752365,-16879.193137371833,-50033.04501951563,-23156.217474831694,-8410.389114051588,-82911.44902187039,57326.00911229096
29671.50393263754,-72662.08544763183,-30336.794558191697,-55843.141732934026,-48240.036284777656,-32246.116437367295,33594.501027950064,-23796.164102416726,-7055.321424121284,-17376.74158541776
18356.063888919893,-3770.150843040929,3499.8757084254557,-38514.63793436174,-20507.96331505158,-73640.75923499536,-20453.661537685864,-140.26623516594154,43543.75747218481,32564.152475249783
-33955.454898283606,-19472.412427130625,60321.04407245174,-3585.150014284187,36938.84851191404,19465.886154072876,2499.0453342285496,18278.252169766492,49181.39095670768,32073.224472693637
63474.55603976766,-21124.73460575455,-69046.61115541225,25013.720602862486,15106.992330310497,14836.435938554316,-6718.197639824659,-7307.987059374087,47386.31318297993,18448.58571263821
50317.94756613577,6529.056490141232,-51179.3968111174,7570.177228655282,-31957.01984783031,122.98136537077723,10789.149380152454,-6631.7078381421,21944.58532108148,90651.43898467958
-16530.589687308853,20062.440170235124,2182.78281654259,835.3706131699206,-8833.760056905334,-17991.40851583713,-53582.70143336431,22243.291697598346,54810.72413184953,31569.792928257324
-14124.685393807662,-32644.433200438907,7265.048904671193,-47745.7023198118,24148.273567814307,-71418.26175161479,-9766.014445132965,43704.20380102473,-18822.11083188661,-14956.252099836858
43218.12081011069,-53395.71084679724,-12847.386860154187,-84.13834895325144,-1410.9515023897793,-119512.36468084964,-656.0272358959887,19694.930638481983,-5327.5726771091295,95428.18110381496
